UF;Tipo Crime;Ano;Mês;Sexo da Vítima;Vítimas
Maranhão;Homicídio doloso;2022;setembro;Sexo NI;0
Maranhão;Homicídio doloso;2022;outubro;Feminino;16
Maranhão;Homicídio doloso;2022;outubro;Masculino;132
Maranhão;Homicídio doloso;2022;outubro;Sexo NI;1
Maranhão;Homicídio doloso;2022;novembro;Feminino;6
Maranhão;Homicídio doloso;2022;novembro;Masculino;112
Maranhão;Homicídio doloso;2022;novembro;Sexo NI;0
Maranhão;Homicídio doloso;2022;dezembro;Feminino;12
Maranhão;Homicídio doloso;2022;dezembro;Masculino;133
Maranhão;Homicídio doloso;2022;dezembro;Sexo NI;0
Maranhão;Lesão corporal seguida de morte;2022;janeiro;Feminino;1
Maranhão;Lesão corporal seguida de morte;2022;janeiro;Masculino;1
Maranhão;Lesão corporal seguida de morte;2022;janeiro;Sexo NI;0
Maranhão;Lesão corporal seguida de morte;2022;fevereiro;Feminino;0
Maranhão;Lesão corporal seguida de morte;2022;fevereiro;Masculino;1
Maranhão;Lesão corporal seguida de morte;2022;fevereiro;Sexo NI;0
Maranhão;Lesão corporal seguida de morte;2022;março;Feminino;0
Maranhão;Lesão corporal seguida de morte;2022;março;Masculino;0
Maranhão;Lesão corporal seguida de morte;2022;março;Sexo NI;0
Maranhão;Lesão corporal seguida de morte;2022;abril;Feminino;0
Maranhão;Lesão corporal seguida de morte;2022;abril;Masculino;0
Maranhão;Lesão corporal seguida de morte;2022;abril;Sexo NI;0
Maranhão;Lesão corporal seguida de morte;2022;maio;Feminino;0
Maranhão;Lesão corporal seguida de morte;2022;maio;Masculino;1
Maranhão;Lesão corporal seguida de morte;2022;maio;Sexo NI;0
Maranhão;Lesão corporal seguida de morte;2022;junho;Feminino;0
Maranhão;Lesão corporal seguida de morte;2022;junho;Masculino;1
Maranhão;Lesão corporal seguida de morte;2022;junho;Sexo NI;0
Maranhão;Lesão corporal seguida de morte;2022;julho;Feminino;0
Maranhão;Lesão corporal seguida de morte;2022;julho;Masculino;0
Maranhão;Lesão corporal seguida de morte;2022;julho;Sexo NI;0
Maranhão;Lesão corporal seguida de morte;2022;agosto;Feminino;0
Maranhão;Lesão corporal seguida de morte;2022;agosto;Masculino;0
Maranhão;Lesão corporal seguida de morte;2022;agosto;Sexo NI;0
Maranhão;Lesão corporal seguida de morte;2022;setembro;Feminino;0
Maranhão;Lesão corporal seguida de morte;2022;setembro;Masculino;0
Maranhão;Lesão corporal seguida de morte;2022;setembro;Sexo NI;0
Maranhão;Lesão corporal seguida de morte;2022;outubro;Feminino;0
Maranhão;Lesão corporal seguida de morte;2022;outubro;Masculino;1
Maranhão;Lesão corporal seguida de morte;2022;outubro;Sexo NI;0
Maranhão;Lesão corporal seguida de morte;2022;novembro;Feminino;0
Maranhão;Lesão corporal seguida de morte;2022;novembro;Masculino;1
Maranhão;Lesão corporal seguida de morte;2022;novembro;Sexo NI;0
Maranhão;Lesão corporal seguida de morte;2022;dezembro;Feminino;0
Maranhão;Lesão corporal seguida de morte;2022;dezembro;Masculino;1
Maranhão;Lesão corporal seguida de morte;2022;dezembro;Sexo NI;0
Maranhão;Roubo seguido de morte (latrocínio);2022;janeiro;Feminino;0
Maranhão;Roubo seguido de morte (latrocínio);2022;janeiro;Masculino;6
Maranhão;Roubo seguido de morte (latrocínio);2022;janeiro;Sexo NI;0
Maranhão;Roubo seguido de morte (latrocínio);2022;fevereiro;Feminino;0
Maranhão;Roubo seguido de morte (latrocínio);2022;fevereiro;Masculino;5
Maranhão;Roubo seguido de morte (latrocínio);2022;fevereiro;Sexo NI;0
Maranhão;Roubo seguido de morte (latrocínio);2022;março;Feminino;1
Maranhão;Roubo seguido de morte (latrocínio);2022;março;Masculino;6
Maranhão;Roubo seguido de morte (latrocínio);2022;março;Sexo NI;0
Maranhão;Roubo seguido de morte (latrocínio);2022;abril;Feminino;0
Maranhão;Roubo seguido de morte (latrocínio);2022;abril;Masculino;10
Maranhão;Roubo seguido de morte (latrocínio);2022;abril;Sexo NI;0
Maranhão;Roubo seguido de morte (latrocínio);2022;maio;Feminino;1
Maranhão;Roubo seguido de morte (latrocínio);2022;maio;Masculino;8
Maranhão;Roubo seguido de morte (latrocínio);2022;maio;Sexo NI;0
Maranhão;Roubo seguido de morte (latrocínio);2022;junho;Feminino;0
Maranhão;Roubo seguido de morte (latrocínio);2022;junho;Masculino;4
Maranhão;Roubo seguido de morte (latrocínio);2022;junho;Sexo NI;0
Maranhão;Roubo seguido de morte (latrocínio);2022;julho;Feminino;0
Maranhão;Roubo seguido de morte (latrocínio);2022;julho;Masculino;10
Maranhão;Roubo seguido de morte (latrocínio);2022;julho;Sexo NI;0
Maranhão;Roubo seguido de morte (latrocínio);2022;agosto;Feminino;0
Maranhão;Roubo seguido de morte (latrocínio);2022;agosto;Masculino;7
Maranhão;Roubo seguido de morte (latrocínio);2022;agosto;Sexo NI;0
Maranhão;Roubo seguido de morte (latrocínio);2022;setembro;Feminino;0
Maranhão;Roubo seguido de morte (latrocínio);2022;setembro;Masculino;17
Maranhão;Roubo seguido de morte (latrocínio);2022;setembro;Sexo NI;0
Maranhão;Roubo seguido de morte (latrocínio);2022;outubro;Feminino;0
Maranhão;Roubo seguido de morte (latrocínio);2022;outubro;Masculino;6
Maranhão;Roubo seguido de morte (latrocínio);2022;outubro;Sexo NI;0
Maranhão;Roubo seguido de morte (latrocínio);2022;novembro;Feminino;0
Maranhão;Roubo seguido de morte (latrocínio);2022;novembro;Masculino;6
Maranhão;Roubo seguido de morte (latrocínio);2022;novembro;Sexo NI;0
Maranhão;Roubo seguido de morte (latrocínio);2022;dezembro;Feminino;0
Maranhão;Roubo seguido de morte (latrocínio);2022;dezembro;Masculino;8
Maranhão;Roubo seguido de morte (latrocínio);2022;dezembro;Sexo NI;0
Mato Grosso;Homicídio doloso;2022;janeiro;Feminino;8
Mato Grosso;Homicídio doloso;2022;janeiro;Masculino;51
Mato Grosso;Homicídio doloso;2022;janeiro;Sexo NI;0
Mato Grosso;Homicídio doloso;2022;fevereiro;Feminino;7
Mato Grosso;Homicídio doloso;2022;fevereiro;Masculino;64
Mato Grosso;Homicídio doloso;2022;fevereiro;Sexo NI;2
Mato Grosso;Homicídio doloso;2022;março;Feminino;9
Mato Grosso;Homicídio doloso;2022;março;Masculino;88
Mato Grosso;Homicídio doloso;2022;março;Sexo NI;1
Mato Grosso;Homicídio doloso;2022;abril;Feminino;12
Mato Grosso;Homicídio doloso;2022;abril;Masculino;73
Mato Grosso;Homicídio doloso;2022;abril;Sexo NI;0
Mato Grosso;Homicídio doloso;2022;maio;Feminino;7
Mato Grosso;Homicídio doloso;2022;maio;Masculino;63
Mato Grosso;Homicídio doloso;2022;maio;Sexo NI;2
Mato Grosso;Homicídio doloso;2022;junho;Feminino;8
Mato Grosso;Homicídio doloso;2022;junho;Masculino;50
Mato Grosso;Homicídio doloso;2022;junho;Sexo NI;2
Mato Grosso;Homicídio doloso;2022;julho;Feminino;10
Mato Grosso;Homicídio doloso;2022;julho;Masculino;67
Mato Grosso;Homicídio doloso;2022;julho;Sexo NI;0
Mato Grosso;Homicídio doloso;2022;agosto;Feminino;7
Mato Grosso;Homicídio doloso;2022;agosto;Masculino;69
Mato Grosso;Homicídio doloso;2022;agosto;Sexo NI;4
Mato Grosso;Homicídio doloso;2022;setembro;Feminino;9
Mato Grosso;Homicídio doloso;2022;setembro;Masculino;69
Mato Grosso;Homicídio doloso;2022;setembro;Sexo NI;2
Mato Grosso;Homicídio doloso;2022;outubro;Feminino;6
Mato Grosso;Homicídio doloso;2022;outubro;Masculino;68
Mato Grosso;Homicídio doloso;2022;outubro;Sexo NI;0
Mato Grosso;Homicídio doloso;2022;novembro;Feminino;9
Mato Grosso;Homicídio doloso;2022;novembro;Masculino;75
Mato Grosso;Homicídio doloso;2022;novembro;Sexo NI;1
Mato Grosso;Homicídio doloso;2022;dezembro;Feminino;9
Mato Grosso;Homicídio doloso;2022;dezembro;Masculino;70
Mato Grosso;Homicídio doloso;2022;dezembro;Sexo NI;1
Mato Grosso;Lesão corporal seguida de morte;2022;janeiro;Feminino;0
Mato Grosso;Lesão corporal seguida de morte;2022;janeiro;Masculino;0
Mato Grosso;Lesão corporal seguida de morte;2022;janeiro;Sexo NI;0
Mato Grosso;Lesão corporal seguida de morte;2022;fevereiro;Feminino;0
Mato Grosso;Lesão corporal seguida de morte;2022;fevereiro;Masculino;1
Mato Grosso;Lesão corporal seguida de morte;2022;fevereiro;Sexo NI;0
Mato Grosso;Lesão corporal seguida de morte;2022;março;Feminino;0
Mato Grosso;Lesão corporal seguida de morte;2022;março;Masculino;2
Mato Grosso;Lesão corporal seguida de morte;2022;março;Sexo NI;0
Mato Grosso;Lesão corporal seguida de morte;2022;abril;Feminino;0
Mato Grosso;Lesão corporal seguida de morte;2022;abril;Masculino;0
Mato Grosso;Lesão corporal seguida de morte;2022;abril;Sexo NI;0
Mato Grosso;Lesão corporal seguida de morte;2022;maio;Feminino;0
Mato Grosso;Lesão corporal seguida de morte;2022;maio;Masculino;1
Mato Grosso;Lesão corporal seguida de morte;2022;maio;Sexo NI;0
Mato Grosso;Lesão corporal seguida de morte;2022;junho;Feminino;0
Mato Grosso;Lesão corporal seguida de morte;2022;junho;Masculino;0
Mato Grosso;Lesão corporal seguida de morte;2022;junho;Sexo NI;0
Mato Grosso;Lesão corporal seguida de morte;2022;julho;Feminino;0
Mato Grosso;Lesão corporal seguida de morte;2022;julho;Masculino;0
Mato Grosso;Lesão corporal seguida de morte;2022;julho;Sexo NI;0
Mato Grosso;Lesão corporal seguida de morte;2022;agosto;Feminino;0
Mato Grosso;Lesão corporal seguida de morte;2022;agosto;Masculino;0
Mato Grosso;Lesão corporal seguida de morte;2022;agosto;Sexo NI;0
Mato Grosso;Lesão corporal seguida de morte;2022;setembro;Feminino;0
Mato Grosso;Lesão corporal seguida de morte;2022;setembro;Masculino;0
Mato Grosso;Lesão corporal seguida de morte;2022;setembro;Sexo NI;0
Mato Grosso;Lesão corporal seguida de morte;2022;outubro;Feminino;0
Mato Grosso;Lesão corporal seguida de morte;2022;outubro;Masculino;1
Mato Grosso;Lesão corporal seguida de morte;2022;outubro;Sexo NI;0
Mato Grosso;Lesão corporal seguida de morte;2022;novembro;Feminino;1
Mato Grosso;Lesão corporal seguida de morte;2022;novembro;Masculino;0
Mato Grosso;Lesão corporal seguida de morte;2022;novembro;Sexo NI;0
Mato Grosso;Lesão corporal seguida de morte;2022;dezembro;Feminino;0
Mato Grosso;Lesão corporal seguida de morte;2022;dezembro;Masculino;5
Mato Grosso;Lesão corporal seguida de morte;2022;dezembro;Sexo NI;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;janeiro;Feminino;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;janeiro;Masculino;2
Mato Grosso;Roubo seguido de morte (latrocínio);2022;janeiro;Sexo NI;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;fevereiro;Feminino;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;fevereiro;Masculino;3
Mato Grosso;Roubo seguido de morte (latrocínio);2022;fevereiro;Sexo NI;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;março;Feminino;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;março;Masculino;1
Mato Grosso;Roubo seguido de morte (latrocínio);2022;março;Sexo NI;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;abril;Feminino;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;abril;Masculino;3
Mato Grosso;Roubo seguido de morte (latrocínio);2022;abril;Sexo NI;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;maio;Feminino;2
Mato Grosso;Roubo seguido de morte (latrocínio);2022;maio;Masculino;4
Mato Grosso;Roubo seguido de morte (latrocínio);2022;maio;Sexo NI;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;junho;Feminino;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;junho;Masculino;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;junho;Sexo NI;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;julho;Feminino;1
Mato Grosso;Roubo seguido de morte (latrocínio);2022;julho;Masculino;3
Mato Grosso;Roubo seguido de morte (latrocínio);2022;julho;Sexo NI;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;agosto;Feminino;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;agosto;Masculino;3
Mato Grosso;Roubo seguido de morte (latrocínio);2022;agosto;Sexo NI;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;setembro;Feminino;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;setembro;Masculino;1
Mato Grosso;Roubo seguido de morte (latrocínio);2022;setembro;Sexo NI;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;outubro;Feminino;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;outubro;Masculino;2
Mato Grosso;Roubo seguido de morte (latrocínio);2022;outubro;Sexo NI;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;novembro;Feminino;1
Mato Grosso;Roubo seguido de morte (latrocínio);2022;novembro;Masculino;2
Mato Grosso;Roubo seguido de morte (latrocínio);2022;novembro;Sexo NI;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;dezembro;Feminino;0
Mato Grosso;Roubo seguido de morte (latrocínio);2022;dezembro;Masculino;1
Mato Grosso;Roubo seguido de morte (latrocínio);2022;dezembro;Sexo NI;0
Mato Grosso do Sul;Homicídio doloso;2022;janeiro;Feminino;10
Mato Grosso do Sul;Homicídio doloso;2022;janeiro;Masculino;33
Mato Grosso do Sul;Homicídio doloso;2022;janeiro;Sexo NI;3
Mato Grosso do Sul;Homicídio doloso;2022;fevereiro;Feminino;4
Mato Grosso do Sul;Homicídio doloso;2022;fevereiro;Masculino;32
Mato Grosso do Sul;Homicídio doloso;2022;fevereiro;Sexo NI;0
Mato Grosso do Sul;Homicídio doloso;2022;março;Feminino;5
Mato Grosso do Sul;Homicídio doloso;2022;março;Masculino;34
Mato Grosso do Sul;Homicídio doloso;2022;março;Sexo NI;6
Mato Grosso do Sul;Homicídio doloso;2022;abril;Feminino;8
Mato Grosso do Sul;Homicídio doloso;2022;abril;Masculino;36
Mato Grosso do Sul;Homicídio doloso;2022;abril;Sexo NI;0
Mato Grosso do Sul;Homicídio doloso;2022;maio;Feminino;5
Mato Grosso do Sul;Homicídio doloso;2022;maio;Masculino;29
Mato Grosso do Sul;Homicídio doloso;2022;maio;Sexo NI;1
Mato Grosso do Sul;Homicídio doloso;2022;junho;Feminino;12
Mato Grosso do Sul;Homicídio doloso;2022;junho;Masculino;33
Mato Grosso do Sul;Homicídio doloso;2022;junho;Sexo NI;1
Mato Grosso do Sul;Homicídio doloso;2022;julho;Feminino;3
Mato Grosso do Sul;Homicídio doloso;2022;julho;Masculino;34
Mato Grosso do Sul;Homicídio doloso;2022;julho;Sexo NI;2
Mato Grosso do Sul;Homicídio doloso;2022;agosto;Feminino;5
Mato Grosso do Sul;Homicídio doloso;2022;agosto;Masculino;16
Mato Grosso do Sul;Homicídio doloso;2022;agosto;Sexo NI;1
Mato Grosso do Sul;Homicídio doloso;2022;setembro;Feminino;6
Mato Grosso do Sul;Homicídio doloso;2022;setembro;Masculino;30
Mato Grosso do Sul;Homicídio doloso;2022;setembro;Sexo NI;2
Mato Grosso do Sul;Homicídio doloso;2022;outubro;Feminino;9
Mato Grosso do Sul;Homicídio doloso;2022;outubro;Masculino;52
Mato Grosso do Sul;Homicídio doloso;2022;outubro;Sexo NI;1
Mato Grosso do Sul;Homicídio doloso;2022;novembro;Feminino;4
Mato Grosso do Sul;Homicídio doloso;2022;novembro;Masculino;32
Mato Grosso do Sul;Homicídio doloso;2022;novembro;Sexo NI;1
Mato Grosso do Sul;Homicídio doloso;2022;dezembro;Feminino;7
Mato Grosso do Sul;Homicídio doloso;2022;dezembro;Masculino;36
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;janeiro;Feminino;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;janeiro;Masculino;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;janeiro;Sexo NI;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;fevereiro;Feminino;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;fevereiro;Masculino;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;fevereiro;Sexo NI;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;março;Feminino;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;março;Masculino;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;março;Sexo NI;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;abril;Feminino;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;abril;Masculino;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;abril;Sexo NI;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;maio;Feminino;1
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;maio;Masculino;1
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;julho;Masculino;1
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;agosto;Feminino;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;agosto;Masculino;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;agosto;Sexo NI;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;setembro;Feminino;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;setembro;Masculino;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;setembro;Sexo NI;0
Mato Grosso do Sul;Lesão corporal seguida de morte;2022;outubro;Feminino;1
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;janeiro;Feminino;1
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;janeiro;Masculino;2
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;janeiro;Sexo NI;0
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;fevereiro;Feminino;0
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;fevereiro;Masculino;0
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;fevereiro;Sexo NI;0
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;março;Feminino;0
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;março;Masculino;1
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;março;Sexo NI;0
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;abril;Feminino;0
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;abril;Masculino;2
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;abril;Sexo NI;0
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;maio;Masculino;1
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;julho;Sexo NI;1
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;agosto;Feminino;0
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;agosto;Masculino;1
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;agosto;Sexo NI;1
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;setembro;Feminino;0
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;setembro;Masculino;0
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;setembro;Sexo NI;0
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;outubro;Masculino;1
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;novembro;Feminino;0
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;novembro;Masculino;2
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;novembro;Sexo NI;0
Mato Grosso do Sul;Roubo seguido de morte (latrocínio);2022;dezembro;Masculino;1
Minas Gerais;Homicídio doloso;2022;janeiro;Feminino;15
Minas Gerais;Homicídio doloso;2022;janeiro;Masculino;162
Minas Gerais;Homicídio doloso;2022;janeiro;Sexo NI;5
Minas Gerais;Homicídio doloso;2022;fevereiro;Feminino;16
Minas Gerais;Homicídio doloso;2022;fevereiro;Masculino;176
Minas Gerais;Homicídio doloso;2022;fevereiro;Sexo NI;0
Minas Gerais;Homicídio doloso;2022;março;Feminino;29
Minas Gerais;Homicídio doloso;2022;março;Masculino;216
Minas Gerais;Homicídio doloso;2022;março;Sexo NI;4
Minas Gerais;Homicídio doloso;2022;abril;Feminino;17
Minas Gerais;Homicídio doloso;2022;abril;Masculino;216
Minas Gerais;Homicídio doloso;2022;abril;Sexo NI;1
Minas Gerais;Homicídio doloso;2022;maio;Feminino;34
Minas Gerais;Homicídio doloso;2022;maio;Masculino;169
Minas Gerais;Homicídio doloso;2022;maio;Sexo NI;0
Minas Gerais;Homicídio doloso;2022;junho;Feminino;13
Minas Gerais;Homicídio doloso;2022;junho;Masculino;154
Minas Gerais;Homicídio doloso;2022;junho;Sexo NI;1
Minas Gerais;Homicídio doloso;2022;julho;Feminino;28
Minas Gerais;Homicídio doloso;2022;julho;Masculino;179
Minas Gerais;Homicídio doloso;2022;julho;Sexo NI;3
Minas Gerais;Homicídio doloso;2022;agosto;Feminino;26
Minas Gerais;Homicídio doloso;2022;agosto;Masculino;170
Minas Gerais;Homicídio doloso;2022;agosto;Sexo NI;3
Minas Gerais;Homicídio doloso;2022;setembro;Feminino;20
Minas Gerais;Homicídio doloso;2022;setembro;Masculino;167
Minas Gerais;Homicídio doloso;2022;setembro;Sexo NI;1
Minas Gerais;Homicídio doloso;2022;outubro;Feminino;23
Minas Gerais;Homicídio doloso;2022;outubro;Masculino;200
Minas Gerais;Homicídio doloso;2022;outubro;Sexo NI;2
Minas Gerais;Homicídio doloso;2022;novembro;Feminino;28
Minas Gerais;Homicídio doloso;2022;novembro;Masculino;193
Minas Gerais;Homicídio doloso;2022;novembro;Sexo NI;3
Minas Gerais;Homicídio doloso;2022;dezembro;Feminino;18
Minas Gerais;Homicídio doloso;2022;dezembro;Masculino;204
Minas Gerais;Homicídio doloso;2022;dezembro;Sexo NI;0
Minas Gerais;Lesão corporal seguida de morte;2022;janeiro;Feminino;0
Minas Gerais;Lesão corporal seguida de morte;2022;janeiro;Masculino;0
Minas Gerais;Lesão corporal seguida de morte;2022;janeiro;Sexo NI;0
Minas Gerais;Lesão corporal seguida de morte;2022;fevereiro;Feminino;0
Minas Gerais;Lesão corporal seguida de morte;2022;fevereiro;Masculino;0
Minas Gerais;Lesão corporal seguida de morte;2022;fevereiro;Sexo NI;0
Minas Gerais;Lesão corporal seguida de morte;2022;março;Feminino;0
Minas Gerais;Lesão corporal seguida de morte;2022;março;Masculino;0
Minas Gerais;Lesão corporal seguida de morte;2022;março;Sexo NI;0
Minas Gerais;Lesão corporal seguida de morte;2022;abril;Feminino;0
Minas Gerais;Lesão corporal seguida de morte;2022;abril;Masculino;2
Minas Gerais;Lesão corporal seguida de morte;2022;abril;Sexo NI;0
Minas Gerais;Lesão corporal seguida de morte;2022;maio;Feminino;0
Minas Gerais;Lesão corporal seguida de morte;2022;maio;Masculino;1
Minas Gerais;Lesão corporal seguida de morte;2022;maio;Sexo NI;0
Minas Gerais;Lesão corporal seguida de morte;2022;junho;Feminino;0
Minas Gerais;Lesão corporal seguida de morte;2022;junho;Masculino;1
Minas Gerais;Lesão corporal seguida de morte;2022;junho;Sexo NI;0
Minas Gerais;Lesão corporal seguida de morte;2022;julho;Feminino;0
Minas Gerais;Lesão corporal seguida de morte;2022;julho;Masculino;1
Minas Gerais;Lesão corporal seguida de morte;2022;julho;Sexo NI;0
Minas Gerais;Lesão corporal seguida de morte;2022;agosto;Feminino;0
Minas Gerais;Lesão corporal seguida de morte;2022;agosto;Masculino;2
Minas Gerais;Lesão corporal seguida de morte;2022;agosto;Sexo NI;0
Minas Gerais;Lesão corporal seguida de morte;2022;setembro;Feminino;0
Minas Gerais;Lesão corporal seguida de morte;2022;setembro;Masculino;2
Minas Gerais;Lesão corporal seguida de morte;2022;setembro;Sexo NI;0
Minas Gerais;Lesão corporal seguida de morte;2022;outubro;Feminino;0
Minas Gerais;Lesão corporal seguida de morte;2022;outubro;Masculino;2
Minas Gerais;Lesão corporal seguida de morte;2022;outubro;Sexo NI;0
Minas Gerais;Lesão corporal seguida de morte;2022;novembro;Feminino;0
Minas Gerais;Lesão corporal seguida de morte;2022;novembro;Masculino;3
Minas Gerais;Lesão corporal seguida de morte;2022;novembro;Sexo NI;0
Minas Gerais;Lesão corporal seguida de morte;2022;dezembro;Feminino;0
Minas Gerais;Lesão corporal seguida de morte;2022;dezembro;Masculino;4
Minas Gerais;Lesão corporal seguida de morte;2022;dezembro;Sexo NI;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;janeiro;Feminino;2
Minas Gerais;Roubo seguido de morte (latrocínio);2022;janeiro;Masculino;5
Minas Gerais;Roubo seguido de morte (latrocínio);2022;janeiro;Sexo NI;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;fevereiro;Feminino;2
Minas Gerais;Roubo seguido de morte (latrocínio);2022;fevereiro;Masculino;5
Minas Gerais;Roubo seguido de morte (latrocínio);2022;fevereiro;Sexo NI;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;março;Feminino;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;março;Masculino;4
Minas Gerais;Roubo seguido de morte (latrocínio);2022;março;Sexo NI;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;abril;Feminino;2
Minas Gerais;Roubo seguido de morte (latrocínio);2022;abril;Masculino;7
Minas Gerais;Roubo seguido de morte (latrocínio);2022;abril;Sexo NI;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;maio;Feminino;2
Minas Gerais;Roubo seguido de morte (latrocínio);2022;maio;Masculino;5
Minas Gerais;Roubo seguido de morte (latrocínio);2022;maio;Sexo NI;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;junho;Feminino;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;junho;Masculino;8
Minas Gerais;Roubo seguido de morte (latrocínio);2022;junho;Sexo NI;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;julho;Feminino;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;julho;Masculino;4
Minas Gerais;Roubo seguido de morte (latrocínio);2022;julho;Sexo NI;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;agosto;Feminino;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;agosto;Masculino;7
Minas Gerais;Roubo seguido de morte (latrocínio);2022;agosto;Sexo NI;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;setembro;Feminino;1
Minas Gerais;Roubo seguido de morte (latrocínio);2022;setembro;Masculino;3
Minas Gerais;Roubo seguido de morte (latrocínio);2022;setembro;Sexo NI;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;outubro;Feminino;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;outubro;Masculino;8
Minas Gerais;Roubo seguido de morte (latrocínio);2022;outubro;Sexo NI;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;novembro;Feminino;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;novembro;Masculino;4
Minas Gerais;Roubo seguido de morte (latrocínio);2022;novembro;Sexo NI;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;dezembro;Feminino;0
Minas Gerais;Roubo seguido de morte (latrocínio);2022;dezembro;Masculino;4
Minas Gerais;Roubo seguido de morte (latrocínio);2022;dezembro;Sexo NI;0
Pará;Homicídio doloso;2022;janeiro;Feminino;18
Pará;Homicídio doloso;2022;janeiro;Masculino;159
Pará;Homicídio doloso;2022;janeiro;Sexo NI;1
